Departamento: ANTIOQUIA, Municipio: MEDELLÍN, Centro Poblado: MEDELLÍN, Tipo Centro Poblado: CABECERA MUNICIPAL (CM), Código Departamento: 5, Código Municipio: 5001, Código Centro Poblado: 5001000, Latitud: 6,24858636743, Longitud: -75,5760017134, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: AMALFI, Centro Poblado: PORTACHUELO, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 5, Código Municipio: 5031, Código Centro Poblado: 5031004, Latitud: 6,801117641, Longitud: -74,927366902, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANDES, Centro Poblado: ANDES, Tipo Centro Poblado: CABECERA MUNICIPAL (CM), Código Departamento: 5, Código Municipio: 5034, Código Centro Poblado: 5034000, Latitud: 5,65676971311, Longitud: -75,878794075, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANDES, Centro Poblado: BUENOS AIRES, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 5, Código Municipio: 5034, Código Centro Poblado: 5034001, Latitud: 5,68285673695, Longitud: -75,8355542529, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANDES, Centro Poblado: SAN JOSÉ, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 5, Código Municipio: 5034, Código Centro Poblado: 5034003, Latitud: 5,73606403976, Longitud: -75,8703726817, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANDES, Centro Poblado: SANTA RITA, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 5, Código Municipio: 5034, Código Centro Poblado: 5034006, Latitud: 5,6126249981, Longitud: -75,9173374589, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANDES, Centro Poblado: TAPARTÓ, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 5, Código Municipio: 5034, Código Centro Poblado: 5034007, Latitud: 5,70092831497, Longitud: -75,9650552653, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANDES, Centro Poblado: SANTA INÉS, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 5, Código Municipio: 5034, Código Centro Poblado: 5034012, Latitud: 5,56384213481, Longitud: -75,8998875545, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANDES, Centro Poblado: SAN BARTOLO, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 5, Código Municipio: 5034, Código Centro Poblado: 5034014, Latitud: 5,6377077228, Longitud: -75,8533371503, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANDES, Centro Poblado: LA CHAPARRALA - LA UNIÓN, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 5, Código Municipio: 5034, Código Centro Poblado: 5034015, Latitud: 5,652844471, Longitud: -75,9244908295, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANGELÓPOLIS, Centro Poblado: ANGELÓPOLIS, Tipo Centro Poblado: CABECERA MUNICIPAL (CM), Código Departamento: 5, Código Municipio: 5036, Código Centro Poblado: 5036000, Latitud: 6,10961277767, Longitud: -75,7113533837, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANGELÓPOLIS, Centro Poblado: LA ESTACIÓN, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 5, Código Municipio: 5036, Código Centro Poblado: 5036001, Latitud: 6,08454652003, Longitud: -75,7034175922, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANGELÓPOLIS, Centro Poblado: SANTA RITA, Tipo Centro Poblado: CASERÍO (CAS), Código Departamento: 5, Código Municipio: 5036, Código Centro Poblado: 5036006, Latitud: 6,09940945497, Longitud: -75,7097450088, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANGELÓPOLIS, Centro Poblado: CIENAGUITA, Tipo Centro Poblado: CASERÍO (CAS), Código Departamento: 5, Código Municipio: 5036, Código Centro Poblado: 5036011, Latitud: 6,11903267198, Longitud: -75,7488334763, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANGOSTURA, Centro Poblado: ANGOSTURA, Tipo Centro Poblado: CABECERA MUNICIPAL (CM), Código Departamento: 5, Código Municipio: 5038, Código Centro Poblado: 5038000, Latitud: 6,88518441484, Longitud: -75,3351091186, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANGOSTURA, Centro Poblado: LLANOS DE CUIBA, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 5, Código Municipio: 5038, Código Centro Poblado: 5038008, Latitud: 6,812976109, Longitud: -75,487458974, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANORÍ, Centro Poblado: ANORÍ, Tipo Centro Poblado: CABECERA MUNICIPAL (CM), Código Departamento: 5, Código Municipio: 5040, Código Centro Poblado: 5040000, Latitud: 7,07471004137, Longitud: -75,1483449609, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANORÍ, Centro Poblado: LIBERIA, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 5, Código Municipio: 5040, Código Centro Poblado: 5040002, Latitud: 0,, Longitud: 0,, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANORÍ, Centro Poblado: MONTEFRÍO, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 5, Código Municipio: 5040, Código Centro Poblado: 5040003, Latitud: 0,, Longitud: 0,, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANORÍ, Centro Poblado: SANTO DOMINGO, Tipo Centro Poblado: CABECERA INSPECCIÓN DE POLICÍA (IP), Código Departamento: 5, Código Municipio: 5040, Código Centro Poblado: 5040004, Latitud: 0,, Longitud: 0,, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANORÍ, Centro Poblado: CRISTALINAS, Tipo Centro Poblado: CABECERA INSPECCIÓN DE POLICÍA (IP), Código Departamento: 5, Código Municipio: 5040, Código Centro Poblado: 5040005, Latitud: 0,, Longitud: 0,, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANORÍ, Centro Poblado: LAS NIEVES, Tipo Centro Poblado: CABECERA INSPECCIÓN DE POLICÍA (IP), Código Departamento: 5, Código Municipio: 5040, Código Centro Poblado: 5040006, Latitud: 0,, Longitud: 0,, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: SANTA FÉ DE ANTIOQUIA, Centro Poblado: SANTA FÉ DE ANTIOQUIA, Tipo Centro Poblado: CABECERA MUNICIPAL (CM), Código Departamento: 5, Código Municipio: 5042, Código Centro Poblado: 5042000, Latitud: 6,55653286033, Longitud: -75,8270783216, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: SANTA FÉ DE ANTIOQUIA, Centro Poblado: LAURELES, Tipo Centro Poblado: CASERÍO (CAS), Código Departamento: 5, Código Municipio: 5042, Código Centro Poblado: 5042002, Latitud: 6,49014027012, Longitud: -75,9491556386, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: SANTA FÉ DE ANTIOQUIA, Centro Poblado: EL PESCADO, Tipo Centro Poblado: CABECERA INSPECCIÓN DE POLICÍA (IP), Código Departamento: 5, Código Municipio: 5042, Código Centro Poblado: 5042006, Latitud: 6,49557990899, Longitud: -75,9098501356, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: SANTA FÉ DE ANTIOQUIA, Centro Poblado: SABANAS, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 5, Código Municipio: 5042, Código Centro Poblado: 5042007, Latitud: 6,46145925075, Longitud: -75,912958481, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: SANTA FÉ DE ANTIOQUIA, Centro Poblado: KILOMETRO 2, Tipo Centro Poblado: CASERÍO (CAS), Código Departamento: 5, Código Municipio: 5042, Código Centro Poblado: 5042008, Latitud: 6,560424387, Longitud: -75,846440892, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: SANTA FÉ DE ANTIOQUIA, Centro Poblado: PASO REAL, Tipo Centro Poblado: CASERÍO (CAS), Código Departamento: 5, Código Municipio: 5042, Código Centro Poblado: 5042009, Latitud: 6,51518479909, Longitud: -75,8182182374, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANZÁ, Centro Poblado: ANZÁ, Tipo Centro Poblado: CABECERA MUNICIPAL (CM), Código Departamento: 5, Código Municipio: 5044, Código Centro Poblado: 5044000, Latitud: 6,3026667644, Longitud: -75,854448759, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANZÁ, Centro Poblado: GUINTAR, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 5, Código Municipio: 5044, Código Centro Poblado: 5044001, Latitud: 6,30205279623, Longitud: -75,9571587855, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANZÁ, Centro Poblado: LA CEJITA, Tipo Centro Poblado: CABECERA INSPECCIÓN DE POLICÍA (IP), Código Departamento: 5, Código Municipio: 5044, Código Centro Poblado: 5044005, Latitud: 6,32675555305, Longitud: -75,910991461, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: ANZÁ, Centro Poblado: LA HIGUINA, Tipo Centro Poblado: CABECERA INSPECCIÓN DE POLICÍA (IP), Código Departamento: 5, Código Municipio: 5044, Código Centro Poblado: 5044006, Latitud: 6,36749525468, Longitud: -75,8514060761, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: APARTADÓ, Centro Poblado: APARTADÓ, Tipo Centro Poblado: CABECERA MUNICIPAL (CM), Código Departamento: 5, Código Municipio: 5045, Código Centro Poblado: 5045000, Latitud: 7,88325108195, Longitud: -76,6258909217, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: APARTADÓ, Centro Poblado: SAN JOSÉ DE APARTADÓ, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 5, Código Municipio: 5045, Código Centro Poblado: 5045001, Latitud: 7,86476961858, Longitud: -76,5841346102, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: APARTADÓ, Centro Poblado: CHURIDÓ, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 5, Código Municipio: 5045, Código Centro Poblado: 5045002, Latitud: 7,86546284856, Longitud: -76,6671769945, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: APARTADÓ, Centro Poblado: ZUNGO CARRETERA, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 5, Código Municipio: 5045, Código Centro Poblado: 5045003, Latitud: 7,82373643, Longitud: -76,648965043, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: APARTADÓ, Centro Poblado: LOS NARANJALES, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 5, Código Municipio: 5045, Código Centro Poblado: 5045007, Latitud: 0,, Longitud: 0,, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: ANTIOQUIA, Municipio: APARTADÓ, Centro Poblado: VIJAGUAL, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 5, Código Municipio: 5045, Código Centro Poblado: 5045008, Latitud: 7,79008557787, Longitud: -76,6583910429, Distrito: nan, Tipo Municipio: MUNICIPIO
